id,price
1,547270.6
2,731451.75
3,461404.34
4,408666.72
5,727788.7
6,592915.25
7,178134.58
8,447602.28
9,319107.53
10,427017.5
11,1056647.8
12,364617.1
13,1838695.5
14,486969.6
15,605010.06
16,1172383.5
17,347700.53
18,387998.28
19,673878.94
20,485574.78
21,443141.84
22,1096454.4
23,586714.94
24,578352.56
25,364029.03
26,293921.72
27,750441.06
28,244311.64
29,724712.6
30,158813.66
31,528544.4
32,687930.2
33,382008.97
34,229511.52
35,274448.34
36,193095.83
37,322764.84
38,465136.03
39,691458.94
40,781802.9
41,759866.1
42,466985.03
43,958678.9
44,231221.86
45,279494.16
46,1058222.0
47,399870.25
48,772273.5
49,734878.5
50,2840745.2
51,415503.62
52,701343.25
53,812322.06
54,462785.5
55,454675.22
56,453899.3
57,511511.84
58,657419.25
59,254120.97
60,258138.08
61,273234.16
62,269890.8
63,353650.66
64,883358.94
65,264064.8
66,409829.3
67,757266.25
68,296550.6
69,880850.4
70,499918.1
71,305296.72
72,452535.03
73,567825.9
74,1215016.5
75,381499.66
76,2506584.0
77,344246.94
78,782539.9
79,589204.56
80,1473835.9
81,228938.48
82,384158.0
83,449812.78
84,909389.5
85,397693.53
86,441031.5
87,362814.8
88,288311.75
89,403318.78
90,228601.39
91,712052.6
92,237454.17
93,565545.6
94,620134.25
95,771692.94
96,721658.9
97,1107362.8
98,526599.3
99,491203.34
100,325906.22
101,557780.2
102,373885.84
103,276466.1
104,842383.4
105,274584.28
106,773595.5
107,578478.25
108,491281.97
109,651797.6
110,429354.78
111,724693.44
112,521056.75
113,296900.78
114,420025.97
115,204549.77
116,380679.03
117,249190.95
118,1415653.8
119,193542.55
120,255661.23
121,1007851.94
122,379621.16
123,366397.12
124,648837.75
125,303039.97
126,348021.7
127,692427.2
128,613792.9
129,774751.4
130,221825.48
131,638998.5
132,531339.0
133,493377.9
134,461797.06
135,438912.56
136,498045.0
137,1208114.8
138,348261.47
139,532040.3
140,794225.5
141,682375.75
142,305574.3
143,749259.2
144,519475.44
145,611512.44
146,799818.1
147,1809311.2
148,347140.66
149,477840.2
150,912702.1
151,1211007.6
152,724568.9
153,313937.94
154,822302.6
155,378281.8
156,263110.84
157,159278.34
158,360290.75
159,246508.86
160,508188.72
161,944211.4
162,538068.8
163,523947.6
164,395200.84
165,436596.34
166,461249.62
167,569558.9
168,467764.84
169,241795.17
170,396077.97
171,536098.25
172,624122.2
173,161158.83
174,319114.78
175,360925.56
176,251721.52
177,302465.34
178,362937.44
179,277718.06
180,309639.2
181,540343.8
182,552083.44
183,528998.0
184,636014.2
185,480014.72
186,358047.97
187,579511.5
188,578392.75
189,662973.25
190,479886.5
191,214652.4
192,670990.4
193,387301.6
194,222615.52
195,311988.53
196,195810.7
197,359042.47
198,894640.6
199,223524.92
200,461416.34
201,270327.4
202,519244.47
203,854893.2
204,1587013.2
205,754455.6
206,266271.72
207,636776.4
208,661989.6
209,271750.1
210,459309.56
211,345571.22
212,409622.22
213,235252.2
214,236437.14
215,783635.1
216,433581.9
217,322621.88
218,761874.06
219,482022.8
220,534567.25
221,393640.22
222,879000.25
223,274244.38
224,234642.02
225,211451.33
226,1002630.1
227,411743.72
228,345904.4
229,1882404.2
230,509946.22
231,786706.56
232,534893.3
233,202891.83
234,482480.84
235,584059.8
236,839444.8
237,229128.77
238,469011.88
239,631553.0
240,195092.72
241,480890.3
242,409754.22
243,818078.0
244,258599.02
245,866717.4
246,231989.3
247,561153.75
248,3451545.0
249,277148.3
250,254226.2
251,278874.84
252,424491.9
253,338554.44
254,372078.44
255,419440.4
256,395786.9
257,495117.6
258,905993.5
259,288034.72
260,393249.22
